Tract,ZIP,County,ApproxLoc,TotPop19,CIscore,CIscoreP,Ozone,OzoneP,PM2_5,PM2_5_P,DieselPM,DieselPM_P,Pesticide,PesticideP,Tox_Rel,Tox_Rel_P,Traffic,TrafficP,DrinkWat,DrinkWatP,Lead,Lead_P,Cleanup,CleanupP,GWThreat,GWThreatP,HazWaste,HazWasteP,ImpWatBod,ImpWatBodP,SolWaste,SolWasteP,PollBurd,PolBurdSc,PolBurdP,Asthma,AsthmaP,LowBirtWt,LowBirWP,Cardiovas,CardiovasP,Educatn,EducatP,Ling_Isol,Ling_IsolP,Poverty,PovertyP,Unempl,UnemplP,HousBurd,HousBurdP,PopChar,PopCharSc,PopCharP,Child_10,Pop_10_64,Elderly65,Hispanic,White,AfricanAm,NativeAm,OtherMult,Shape_Leng,Shape_Area,AAPI,geometry
06037201602,90032,Los Angeles,Los Angeles,2960,44.39732179,81.32879476,0.05168937,65.68761668,11.96906139,76.77660236,0.243447189,69.14747978,0.0,0.0,1678.210632,75.54388597,818.4180647,45.5125,488.7862335,59.71025353,75.93306752,85.69628229,19.15,81.01903695,14.3,56.45027395,2.03,92.60092654,0.0,0.0,0.0,0.0,55.17756755,6.737170038,82.76291226,62.2,71.66001994,4.8,46.76674365,13.11,54.74825523,36.7,87.01594533,9.2,58.57355528,38.0,66.10552764,11.1,89.92712129,16.2,45.03168568,63.52788666,6.589906673,70.72617247,10.0,73.9527,16.0473,83.6149,3.4797,0.1014,0.8446,0.8108,5767.58948804,1064734.97842,11.1486,"POLYGON ((169081.62889999896 -435330.9159000004, 169202.88390000165 -435543.93149999995, 169757.02389999852 -435525.87320000026, 169769.83159999922 -436185.90469999984, 169654.16479999945 -436243.1808000002, 169650.64660000056 -436223.61039999966, 169560.03649999946 -436302.03500000015, 169485.72989999875 -436340.5329, 169425.50459999964 -436338.70359999966, 169237.0562000014 -436265.4610000001, 169145.11730000004 -436256.2547000004, 169049.05939999968 -436277.5279000001, 168850.00649999827 -436400.7561999997, 168416.73959999904 -436850.13989999983, 168291.50180000067 -436895.48780000024, 168287.78819999844 -436827.2132000001, 168307.60009999946 -436767.6950000003, 168675.9732999988 -436380.7023, 168581.97470000014 -436278.9957999997, 168551.65239999816 -436133.0122999996, 168512.78229999915 -436075.1782999998, 168478.2912000008 -436057.7572999997, 168294.23950000107 -436058.7478, 168229.72100000083 -435996.74590000045, 168229.14240000024 -435971.45990000013, 168409.9844999984 -435966.8711000001, 168455.11620000005 -435947.2511999998, 168916.9026999995 -435438.0613000002, 168945.22899999842 -435346.6436999999, 169081.62889999896 -435330.9159000004))"
06037201601,90032,Los Angeles,Los Angeles,2323,46.96084948,84.36712052,0.05116215,64.72930927,11.98109779,77.41132545,0.106638604,39.46484132,0.0,0.0,1810.66864,77.11927982,671.9479911,33.9,488.7862335,59.71025353,71.11662376,80.40327662,12.7,70.41806644,16.3,61.91266811,1.335,89.21244209,0.0,0.0,0.5,22.08476518,52.30338662,6.386233118,76.34100809,63.37,72.70687936,10.24,99.65357968,13.34,56.11914257,27.1,76.42369021,17.8,82.8393558,35.4,62.34924623,16.4,97.96980739,8.5,8.504435995,70.88858716,7.353450558,81.19011599,7.2751,77.7012,15.0237,79.7675,4.6922,2.5398,0.0,3.4438,3380.90018162,542298.464236,9.5566,"POLYGON ((168123.0907999985 -435919.3537999997, 168205.33700000122 -435972.02859999985, 168229.14240000024 -435971.45990000013, 168229.72100000083 -435996.74590000045, 168294.23950000107 -436058.7478, 168496.49309999868 -436063.3981999997, 168551.65239999816 -436133.0122999996, 168578.27569999918 -436269.08139999956, 168675.9732999988 -436380.7023, 168315.68809999898 -436756.2224000003, 168290.15520000085 -436811.0798000004, 168291.50180000067 -436895.48780000024, 168021.9600000009 -437185.81240000017, 167967.32869999856 -437268.8540000003, 167929.14169999957 -436659.7993999999, 167947.31549999863 -436197.4474999998, 168046.40029999986 -435997.2734000003, 168123.0907999985 -435919.3537999997))"
06037195903,90026,Los Angeles,Los Angeles,2008,35.34043673,68.02824004,0.0482775,55.38270068,12.16076534,87.35532047,0.654089764,94.54884879,0.0,0.0,1646.619385,75.20630158,2792.874727,94.6625,787.9403354,92.53153491,67.42643383,75.74039067,9.8,60.15304218,21.25,69.79910344,0.92,83.812045,0.0,0.0,0.0,0.0,62.2032458,7.595003957,93.45364032,38.99,39.6560319,4.1,28.95817295,9.88,28.82602193,17.8,61.09845609,7.5,51.10299093,34.0,60.21356784,4.3,35.02082249,24.5,78.73257288,44.85687882,4.653116302,42.52395361,6.4741,83.7151,9.8108,47.4104,30.2291,0.0,0.249,5.8765,2053.5284276,237980.735453,16.2351,"POLYGON ((158440.3414000012 -435439.58019999973, 158576.41580000147 -435481.4950000001, 158807.43100000173 -435597.4639999997, 158548.23790000007 -436111.6492999997, 158508.45109999925 -436157.4159000004, 158329.83810000122 -436111.83210000023, 158312.53319999948 -435446.33210000023, 158373.0599000007 -435475.6370000001, 158397.01559999958 -435427.38350000046, 158440.3414000012 -435439.58019999973))"
06037195902,90026,Los Angeles,Los Angeles,1864,34.29183028,66.36409481,0.04863521,56.96328563,12.08445864,83.34785314,0.171723221,56.70192906,0.0,0.0,1591.786295,74.49362341,1333.167334,73.325,787.9403354,92.53153491,60.46319689,66.45242596,1.15,17.63717805,23.0,72.48879296,0.455,66.08868299,0.0,0.0,0.0,0.0,52.39894794,6.397901136,76.57747355,55.72,63.69641077,4.3,33.73107519,14.06,60.59322034,5.1,21.66540116,-999.0,-999.0,33.6,59.52261307,-999.0,-999.0,22.1,70.81115336,51.66997898,5.359856233,52.9626828,6.4914,86.427,7.0815,25.2146,54.6137,2.4142,0.0,4.2918,2499.02693549,346152.606075,13.4657,"POLYGON ((159099.61239999905 -435015.34640000015, 158807.43100000173 -435597.4639999997, 158576.41580000147 -435481.4950000001, 158397.01559999958 -435427.38350000046, 158575.03229999915 -435069.1151999999, 158607.29190000147 -435066.6442, 158822.51159999892 -434638.57180000003, 158919.89550000057 -434685.06709999964, 158980.66409999877 -434737.99629999977, 159099.61239999905 -435015.34640000015))"
06037195901,90029,Los Angeles,Los Angeles,2237,34.61100499,66.93141704,0.04863521,56.96328563,12.08445864,83.34785314,0.158380062,53.30429371,0.0,0.0,1572.322672,74.31857964,642.6676625,31.5875,787.9403354,92.53153491,69.3591702,78.26086957,1.3,19.22359089,23.0,72.48879296,0.405,61.7868961,0.0,0.0,0.0,0.0,49.42611171,6.034918423,68.94835096,42.51,45.41375872,6.31,80.51064922,10.91,37.07627119,14.1,53.40420147,5.7,41.43997835,25.0,44.40954774,7.7,73.41228527,21.4,68.54245881,55.28762702,5.735123918,58.19465456,5.2302,83.013,11.7568,36.1198,44.1216,1.8775,0.5364,0.8046,2490.79960675,291966.667305,16.54,"POLYGON ((158397.03130000085 -435427.3881000001, 158373.0599000007 -435475.6370000001, 158312.53319999948 -435446.33210000023, 158291.83559999987 -434654.51520000026, 158402.44640000165 -434616.1207999997, 158581.61850000173 -434470.19039999973, 158631.5615000017 -434460.74149999954, 158672.82299999893 -434471.3102000002, 158822.51159999892 -434638.57180000003, 158607.29190000147 -435066.6442, 158575.03229999915 -435069.1151999999, 158397.03130000085 -435427.3881000001))"
06037195804,90026,Los Angeles,Los Angeles,2533,45.03371702,82.00958144,0.04863521,56.96328563,12.22276714,88.78655881,0.467444943,88.42563783,0.0,0.0,1675.004028,75.50637659,3192.572263,96.675,787.9403354,92.53153491,60.13197419,65.92312539,2.15,25.94251586,2.5,16.75244895,1.17,87.45201853,7.0,66.73666527,0.0,0.0,60.19320317,7.349578151,91.13876789,55.72,63.69641077,5.84,71.78598922,14.06,60.59322034,14.3,53.87243736,10.7,64.40655028,32.3,57.43718593,3.9,29.41176471,19.0,58.77059569,59.06912345,6.127388007,64.03177005,10.5014,76.1942,13.3044,43.0715,34.8598,5.8429,0.0,4.0268,2349.05495438,335582.302532,12.199,"POLYGON ((159747.21700000018 -435887.79810000025, 159508.42170000076 -436389.21219999995, 159031.38859999925 -436142.3783999998, 159339.22830000147 -435513.2352, 159534.23330000043 -435678.54839999974, 159677.40190000087 -435840.58719999995, 159747.21700000018 -435887.79810000025))"
06037195803,90026,Los Angeles,Los Angeles,2634,44.71490663,81.64397378,0.04863521,56.96328563,12.22276714,88.78655881,0.484427374,89.28438083,0.0,0.0,1643.037374,75.1687922,1453.77909,77.075,787.9403354,92.53153491,67.34110113,75.63957152,5.1,42.75849197,10.5,48.48082351,1.325,89.10655195,0.0,0.0,0.0,0.0,58.31048482,7.119698614,88.48786559,55.72,63.69641077,4.49,38.49114704,14.06,60.59322034,14.3,53.87243736,9.8,61.09081066,34.7,61.28140704,8.5,78.33159813,24.8,79.56907478,60.54466249,6.280449364,66.301059,8.0866,82.612,9.3014,36.7882,38.7244,3.6446,0.2278,5.1253,2744.64896759,378127.121314,15.4897,"POLYGON ((159339.22830000147 -435513.2352, 159031.38859999925 -436142.3783999998, 158634.06749999896 -435942.6695999997, 159101.64909999818 -435011.2893000003, 159266.39429999888 -435406.38430000003, 159339.22830000147 -435513.2352))"
06037195202,90027,Los Angeles,Los Angeles,3304,24.74937451,48.23499748,0.04978792,60.65961419,12.0137843,79.10392035,0.084393667,31.37523335,0.0,0.0,1453.88033,72.4556139,847.3236828,47.625,787.9403354,92.53153491,64.2132543,71.83364839,0.0,0.0,0.0,0.0,0.625,75.83057578,6.0,58.69382612,0.5,22.08476518,48.40599156,5.910361955,66.27255756,40.2,41.83698903,2.52,4.708750321,19.07,84.53389831,5.9,25.49987345,4.5,34.64609555,15.9,24.17085427,6.6,63.41749089,14.8,37.47782003,40.36781969,4.187454965,35.93040847,9.5036,80.5387,9.9576,9.4128,72.1852,1.362,0.0,4.6308,4421.51707812,875693.943015,12.4092,"POLYGON ((159327.95789999887 -433341.83669999987, 159307.39790000021 -433598.4517999999, 159270.93710000068 -433714.5069000004, 159209.81650000066 -433809.26379999984, 159111.90940000117 -433911.1246999996, 159041.35590000078 -434050.65469999984, 158962.20969999954 -434098.3605000004, 158823.34600000083 -434099.9955000002, 158815.18450000137 -433431.98670000024, 158206.71609999985 -433443.90189999994, 158198.2399000004 -433041.6283, 158399.6937999986 -433037.31620000023, 158395.45380000025 -432828.6895000003, 158515.6165000014 -432712.78479999956, 158827.76029999927 -432706.7884999998, 159296.15900000185 -433173.9276999999, 159327.95789999887 -433341.83669999987))"
06037195201,90027,Los Angeles,Los Angeles,3128,26.58845014,52.19364599,0.05022962,62.5264468,12.00420537,78.45675171,0.083013768,30.96453018,0.0,0.0,1406.796672,71.56789197,864.4698399,48.8,787.9403354,92.53153491,60.19245324,66.03654694,9.0,58.17469205,0.0,0.0,0.38,59.13964262,6.0,58.69382612,1.0,35.71592211,51.68858074,6.311165441,74.7230865,32.14,29.06281157,3.75,21.08031819,13.97,60.05732802,5.3,22.76638826,14.0,74.44850453,24.2,42.90201005,3.7,26.86100989,18.3,55.48795944,40.61333018,4.212922382,36.13212305,8.2161,79.3478,12.4361,20.7161,65.7289,0.6714,0.0,2.0141,4193.56941279,600967.973265,10.8696,"POLYGON ((158580.9679000005 -432344.4502999997, 158761.45560000092 -432439.5948000001, 158976.66299999878 -432410.9424999999, 159273.26680000126 -432413.53419999965, 159468.07090000063 -432601.93479999993, 159296.15900000185 -433173.9276999999, 158827.76029999927 -432706.7884999998, 158515.6165000014 -432712.78479999956, 158395.45380000025 -432828.6895000003, 158399.6937999986 -433037.31620000023, 158198.2399000004 -433041.6283, 158186.30840000138 -432407.52190000005, 158230.246199999 -432382.9829000002, 158391.64979999885 -432343.55709999986, 158436.9620999992 -432313.4444000004, 158522.77820000052 -432313.7753999997, 158580.9679000005 -432344.4502999997))"
06037910404,93550,Los Angeles,Palmdale,4284,37.22314288,70.82702975,0.06236471,88.69943995,7.845839415,12.03484754,0.130085512,45.84940884,0.0,0.0,5298.676636,93.01075269,1441.531148,76.6125,289.7986393,20.44461097,57.58561845,62.39445495,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.45275094,2.25,55.50973654,37.78466708,4.613500345,36.66459241,97.14,91.77467597,5.88,72.85091096,18.63,83.03838485,25.7,74.41154138,10.0,61.90282853,41.7,71.70854271,10.0,86.19208745,22.1,70.81115336,77.77994397,8.068308246,89.98991427,16.2465,72.5023,11.2512,69.9346,13.0719,10.084,0.0,2.2176,6305.38343397,2571394.60282,4.6919,"POLYGON ((172877.4010999985 -382536.8196999999, 171325.58619999886 -382575.9707000004, 171214.60170000046 -381520.0245000003, 171193.0133999996 -381029.34499999974, 171297.78009999916 -381020.3987999996, 171521.16090000048 -380955.82739999983, 172749.20639999956 -380919.7449000003, 172901.6449000016 -381928.8984000003, 172900.39559999853 -382032.1615000004, 172852.08419999853 -382343.28029999975, 172877.4010999985 -382536.8196999999))"
06037910602,93550,Los Angeles,Palmdale,4433,29.7909871,58.29551185,0.06236471,88.69943995,7.800967181,11.69881767,0.121426306,43.79589297,0.0,0.0,7171.846802,95.39884971,609.6974013,29.1875,289.7986393,20.44461097,43.4548113,42.10459987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.61080926,3.371274327,13.17983821,125.16,96.59770688,7.21,91.63459071,23.3,95.65054835,29.3,79.4229309,9.5,59.79158208,64.0,94.33417085,8.5,78.33159813,21.0,66.85678074,85.18751393,8.836714017,96.7473525,15.6553,75.8403,8.5044,62.0573,16.5802,15.3846,1.7595,0.2707,6489.49197049,1983001.90466,3.9476,"POLYGON ((176965.23429999873 -380795.2284000004, 174799.89130000025 -380864.43379999977, 174770.42170000076 -380083.0663999999, 174996.8621999994 -380040.6560000004, 177226.18829999864 -379984.2784000002, 177245.70470000058 -380784.051, 176965.23429999873 -380795.2284000004))"
06037910706,93543,Los Angeles,Palmdale,6301,32.5956122,63.42662632,0.06236471,88.69943995,8.286463193,17.85936528,0.060324996,22.14063472,0.032107367,18.5862069,2004.005971,79.28232058,735.9492397,39.2625,419.9927063,48.3701761,43.83843991,42.7347196,1.0,17.07726764,0.0,0.0,0.25,43.29583058,0.0,0.0,0.0,0.0,33.76948681,4.123247632,26.1356565,64.53,73.69142572,8.03,96.56145753,14.77,64.84297109,31.8,82.18172615,19.0,85.09947219,44.2,74.97487437,8.8,80.38781884,16.7,47.61723701,76.20875525,7.905324908,88.31316188,15.2357,79.8762,4.8881,70.2111,10.3317,14.1882,0.0,0.7142,22611.5590057,21109019.0352,4.5549,"POLYGON ((184717.0987999998 -383818.0926999999, 184543.70969999954 -384075.7642000001, 184217.9433999993 -384406.0412999997, 184072.75140000135 -384596.6098999996, 184003.21330000088 -384715.0848000003, 183718.48160000145 -385391.1514999997, 183561.33419999853 -385512.3598999996, 183436.06920000166 -385578.72109999973, 183388.1559999995 -385665.7625000002, 183356.14759999886 -385767.12129999977, 183365.72940000147 -386056.20519999973, 183301.44790000096 -386250.93479999993, 183222.58430000022 -386359.27410000004, 183205.8572999984 -386406.2494000001, 183036.05829999968 -386389.84250000026, 182925.6185999997 -386354.42310000025, 182775.88060000166 -386248.56159999967, 182715.65179999918 -386173.676, 182267.21220000088 -385405.4764999999, 182183.62739999965 -385301.7701000003, 180699.64339999855 -384071.7849000003, 179335.29520000145 -384102.1350999996, 179300.92240000144 -382924.70610000007, 179340.40619999915 -382881.5971999997, 179307.748399999 -382766.2655999996, 179296.22419999912 -382398.7276999997, 182525.45230000094 -382364.7320999997, 182531.03680000082 -382237.39639999997, 182574.6330000013 -382111.3716000002, 182633.66710000113 -382025.8744000001, 182898.41479999945 -381731.7906999998, 182949.08529999852 -381637.14180000033, 182973.91699999943 -381548.4759999998, 182943.90239999816 -379934.87480000034, 185632.5529000014 -379858.89049999975, 185641.79659999907 -379913.75600000005, 185757.7564000003 -380133.4176000003, 185776.5487000011 -380278.77699999977, 185837.19750000164 -380373.84049999993, 185830.42540000007 -380430.38019999955, 185856.1763000004 -380502.0993999997, 185818.77560000122 -380554.8532999996, 185792.94519999996 -380638.2213000003, 185801.0474999994 -380691.1124999998, 185862.85990000144 -380806.1330000004, 185861.03060000017 -381016.6529000001, 185828.22210000083 -381108.38489999995, 185844.67009999976 -381302.7496999996, 185871.374499999 -381393.2092000004, 185855.8900000006 -381475.6895000003, 185808.86470000073 -381537.64049999975, 185780.69970000163 -381722.30090000015, 185689.90720000118 -381852.90359999985, 185662.21079999954 -381978.0505999997, 185488.66899999976 -382281.37540000025, 185498.54839999974 -382417.5979000004, 185469.23169999942 -382716.5108000003, 185329.30440000072 -382897.4451000001, 185285.51999999955 -382982.8574999999, 185128.47659999877 -383105.87200000044, 184894.1699000001 -383419.02240000013, 184796.59739999846 -383672.5346999997, 184717.0987999998 -383818.0926999999))"
06037910707,93550,Los Angeles,Palmdale,5420,31.14491218,60.94301563,0.06236471,88.69943995,8.172211265,15.91785937,0.036502327,13.09271935,0.0,0.0,3238.086731,85.73393348,1125.828051,65.375,289.7986393,20.44461097,42.69518256,40.83175803,0.0,0.0,0.0,0.0,0.2,35.6187955,1.0,12.45275094,0.0,0.0,30.71271319,3.75001618,19.40261357,125.16,96.59770688,7.54,94.13651527,23.3,95.65054835,24.2,71.75398633,6.8,47.67898227,40.9,70.43969849,6.1,58.35502343,23.3,75.10773131,80.06433727,8.30527408,92.56177509,20.4982,70.1476,9.3542,61.0517,15.6827,16.845,3.5424,0.9041,10678.6712649,6692762.03182,1.9742,"POLYGON ((174610.9560999982 -382464.99260000046, 175054.51000000164 -382484.9364, 175667.7501000017 -382470.34860000014, 175656.13830000162 -382626.7728000004, 175544.62460000068 -382947.73089999985, 175545.65819999948 -383112.5576999998, 175575.92660000175 -383216.5164999999, 175699.82090000063 -383462.7834999999, 175744.99500000104 -383632.15699999966, 175776.2349999994 -384496.8295, 175840.15850000083 -384626.4146999996, 175926.36569999903 -384700.6002000002, 175265.08540000021 -385522.5217000004, 175060.57809999958 -385813.5900999997, 174826.89719999954 -385759.01290000044, 174607.99720000103 -385681.5985000003, 174521.85390000045 -385615.05879999977, 174180.0722000003 -385180.5502000004, 173006.10669999942 -383296.7737999996, 172968.06480000168 -383155.6627000002, 172957.8713000007 -382804.6364000002, 172877.4010999985 -382536.8196999999, 174234.8376000002 -382504.39690000005, 174610.9560999982 -382464.99260000046))"
06037269000,90064,Los Angeles,Los Angeles,4813,8.260124281,9.077155825,0.04712258,48.69943995,11.76824477,68.53764779,0.109868062,40.33602987,0.0,0.0,1774.427653,76.60665166,1352.18753,73.8375,489.800243,59.86012239,44.81022267,44.12098299,0.9,11.83277342,18.0,65.31628756,1.025,85.36068829,0.0,0.0,0.0,0.0,45.16718117,5.51490385,57.14996889,20.3,9.583748754,3.86,23.27431357,7.6,10.81754736,2.5,8.41559099,1.3,9.46000812,8.7,7.374371859,2.1,7.144716294,15.1,39.20152091,14.4388891,1.497782102,3.353504791,9.1004,69.8109,21.0887,15.4374,69.2084,0.9973,0.0,1.8699,9047.39101877,2281900.72722,12.487,"POLYGON ((147786.75279999897 -438595.9512, 147788.30669999868 -438824.05310000014, 147616.3211000003 -438891.63659999985, 147700.60399999842 -439202.4128999999, 147653.43730000034 -439247.25370000023, 147675.89200000092 -439428.82349999994, 147662.77650000155 -439784.3985000001, 147687.6774000004 -439886.4905000003, 147776.5375000015 -440024.6687000003, 147855.41420000046 -440304.2455000002, 147883.80200000107 -440350.14020000026, 147842.35080000013 -440504.05289999954, 147944.7074000016 -440500.4375, 147931.89880000055 -440605.9389000004, 147980.61470000073 -440745.2363999998, 147763.74450000003 -441438.7399000004, 147685.1387999989 -441443.8383999998, 147599.93230000138 -441490.20689999964, 147508.9611000009 -441572.72780000046, 147457.6715000011 -441647.8119999999, 146918.37049999833 -441598.74590000045, 146728.3114 -441545.0203999998, 146739.29630000144 -441484.0401999997, 146710.90819999948 -441360.8158, 146723.42170000076 -441297.3691999996, 146787.15790000185 -441127.11400000006, 146869.17770000175 -441022.8947999999, 146941.91679999977 -440828.0795, 147005.0544999987 -440749.13769999985, 147038.9974000007 -440609.11259999964, 147159.62249999866 -440489.04229999986, 147369.21409999952 -440442.47020000033, 147405.63199999928 -440411.45859999955, 147425.17179999873 -440365.3099999996, 147407.8557999991 -440280.2862999998, 147273.9679000005 -440149.6299999999, 146731.5524000004 -439391.4534, 147154.0722000003 -439087.91619999986, 147203.48970000073 -439067.0042000003, 147142.17540000007 -438924.02919999976, 147193.87559999898 -438923.60360000003, 147193.5566000007 -438904.63740000036, 147218.95800000057 -438894.2251000004, 147202.6862999983 -438843.57519999985, 147158.71339999884 -438847.7539999997, 147155.11850000173 -438595.5257000001, 147333.18019999936 -438592.86259999964, 147382.98600000143 -438600.6776999999, 147401.25180000067 -438621.6715000002, 147431.66319999844 -438596.3075000001, 147446.37669999897 -438614.6984000001, 147474.41050000116 -438590.7056999998, 147500.25580000132 -438590.2701000003, 147483.0949999988 -438601.98670000024, 147492.6235000007 -438614.03000000026, 147528.04149999842 -438589.9127000002, 147558.13100000098 -438589.2944, 147546.90839999914 -438597.24980000034, 147555.8905000016 -438609.7461000001, 147584.4397 -438588.96169999987, 147632.43820000067 -438588.1520999996, 147618.22769999877 -438599.59729999956, 147629.73209999874 -438613.8261000002, 147675.73110000044 -438587.53259999957, 147698.15260000154 -438614.00299999956, 147728.25439999998 -438586.75710000005, 147786.68340000138 -438585.7706000004, 147786.75279999897 -438595.9512))"
06037269500,90034,Los Angeles,Los Angeles,3797,7.475367732,7.589510842,0.04716458,50.54138146,11.72153182,66.9943995,0.101699575,37.83447418,0.0,0.0,1792.784668,76.91922981,585.2547876,27.2,440.6380342,52.71637317,64.2570276,71.90926276,0.1,2.071668533,6.75,36.80889922,0.315,51.8861681,0.0,0.0,0.0,0.0,38.06070913,4.647205025,37.62289981,26.53,19.30458624,4.02,27.12342828,9.22,22.91874377,0.4,0.417615793,1.5,11.27351468,5.5,2.123115578,3.5,23.7506507,5.6,1.926489227,15.50693165,1.608572829,4.07211296,17.5928,66.7369,15.6703,1.9226,89.0176,0.7638,0.0,1.6065,5404.27522483,1393450.04211,6.6895,"POLYGON ((148441.04890000075 -439446.72200000007, 148515.8225999996 -439478.0711000003, 148556.50059999898 -439518.9848999996, 148591.41180000082 -439595.49849999975, 148628.9012000002 -439628.0343000004, 149007.04690000042 -439709.58330000006, 148841.87049999833 -440498.5410000002, 148555.03090000153 -440438.95579999965, 148447.81390000135 -440951.0016000001, 148403.7071999982 -440936.9940999998, 148355.23160000145 -441090.25090000033, 148157.26249999925 -441027.48199999984, 148206.02010000125 -440874.3323999997, 147969.81340000033 -440800.1138000004, 147978.78069999814 -440729.6244000001, 147931.89880000055 -440605.9389000004, 147944.7074000016 -440500.4375, 147842.35080000013 -440504.05289999954, 147883.80200000107 -440350.14020000026, 147855.41420000046 -440304.2455000002, 147776.5375000015 -440024.6687000003, 147687.6774000004 -439886.4905000003, 147662.77650000155 -439784.3985000001, 147675.77600000054 -439438.36670000013, 147980.47250000015 -439447.7538999999, 148328.30429999903 -439425.1133000003, 148441.04890000075 -439446.72200000007))"
06037269300,90064,Los Angeles,Los Angeles,3840,12.34609387,18.87291982,0.04716458,50.54138146,11.70761895,66.63347853,0.075366154,28.16428127,0.0,0.0,1752.118001,76.3815954,1912.893128,85.6375,440.6380342,52.71637317,55.02783401,58.8657845,0.0,0.0,26.5,76.35729703,0.52,70.48312376,0.0,0.0,0.0,0.0,44.70106091,5.457990659,55.94275047,31.87,28.45214357,2.75,6.505003849,12.85,53.02841476,1.3,3.113135915,1.1,7.375828935,7.4,4.912060302,3.5,23.7506507,13.8,32.26869455,21.8062974,2.262021804,9.631870903,14.1927,66.6406,19.1667,3.8021,77.7083,1.6927,0.0,7.9167,6184.58117549,2209350.59967,8.8802,"POLYGON ((146739.29630000144 -441484.0401999997, 146728.3114 -441545.0203999998, 146442.7573999986 -441441.8554999996, 146186.34430000186 -441429.6107999999, 145496.495099999 -440401.1316999998, 145454.00869999826 -440306.3161000004, 146731.5524000004 -439391.4534, 147273.9679000005 -440149.6299999999, 147407.8557999991 -440280.2862999998, 147426.933699999 -440338.3211000003, 147418.36100000143 -440388.6118000001, 147380.74419999868 -440436.17420000024, 147171.0474999994 -440481.97169999965, 147038.9974000007 -440609.11259999964, 147005.0544999987 -440749.13769999985, 146941.91679999977 -440828.0795, 146869.17770000175 -441022.8947999999, 146787.15790000185 -441127.11400000006, 146723.42170000076 -441297.3691999996, 146710.90819999948 -441360.8158, 146739.29630000144 -441484.0401999997))"
06037269700,90034,Los Angeles,Los Angeles,3546,39.1063397,73.65103379,0.04632538,46.9943995,11.74486853,67.81580585,0.514684267,90.4542626,0.0,0.0,1886.735331,77.99449862,2724.534595,94.275,748.9681113,85.38778569,57.39182726,62.0541903,6.4,46.95782008,11.55,50.93807073,1.57,90.76108537,7.0,66.73666527,0.0,0.0,60.77423798,7.420522385,91.91039203,34.49,32.50249252,6.44,82.75596613,11.8,44.52891326,9.6,40.45811187,4.5,34.64609555,21.9,38.1281407,8.0,75.3774076,17.8,53.11787072,50.8039913,5.270025163,51.56328795,8.3474,80.9363,10.7163,32.0361,40.9475,8.9114,0.0,3.8071,4500.39793572,902434.758535,14.2978,"POLYGON ((149308.15179999918 -440476.37289999984, 149841.55160000175 -440642.57490000036, 149814.04679999873 -440800.03029999975, 149639.6464000009 -440803.45720000006, 149457.75349999964 -440865.69739999995, 148630.64189999923 -441465.5566999996, 148563.20569999889 -441437.6344999997, 148245.2120999992 -441438.0329, 148403.7071999982 -440936.9940999998, 148447.81390000135 -440951.0016000001, 148555.03090000153 -440438.95579999965, 148841.87049999833 -440498.5410000002, 148874.75200000033 -440341.3298000004, 149308.15179999918 -440476.37289999984))"
06037269800,90034,Los Angeles,Los Angeles,3046,27.29353637,53.59304085,0.04632538,46.9943995,11.81592791,70.23024269,0.385886673,83.90790292,0.0,0.0,1895.247335,78.10702676,2501.499402,92.6,440.6380342,52.71637317,51.32057113,53.27032136,3.4,32.43747667,15.0,59.60484808,0.8,81.49569821,0.0,0.0,0.0,0.0,51.38805706,6.27447156,73.8892346,33.03,30.45862413,5.93,73.7618681,11.34,40.82751745,3.3,12.55378385,5.7,41.43997835,23.4,41.48241206,2.7,13.1832379,21.5,68.93536122,41.93414562,4.349933873,38.03580434,5.6796,86.8352,7.4852,14.3795,47.0781,7.3539,0.0,3.4471,3665.86362961,464378.976067,27.7413,"POLYGON ((148355.23160000145 -441090.25090000033, 148245.2120999992 -441438.0329, 148563.20569999889 -441437.6344999997, 148630.64189999923 -441465.5566999996, 148448.27760000154 -441593.7937000003, 148325.03390000015 -441651.9084000001, 148211.1314000003 -441683.56989999954, 148033.84059999883 -441697.33100000024, 147457.6715000011 -441647.8119999999, 147508.9611000009 -441572.72780000046, 147599.93230000138 -441490.20689999964, 147685.1387999989 -441443.8383999998, 147763.74450000003 -441438.7399000004, 147969.81340000033 -440800.1138000004, 148206.02010000125 -440874.3323999997, 148157.26249999925 -441027.48199999984, 148355.23160000145 -441090.25090000033))"
