Tract,ZIP,County,ApproxLoc,TotPop19,CIscore,CIscoreP,Ozone,OzoneP,PM2_5,PM2_5_P,DieselPM,DieselPM_P,Pesticide,PesticideP,Tox_Rel,Tox_Rel_P,Traffic,TrafficP,DrinkWat,DrinkWatP,Lead,Lead_P,Cleanup,CleanupP,GWThreat,GWThreatP,HazWaste,HazWasteP,ImpWatBod,ImpWatBodP,SolWaste,SolWasteP,PollBurd,PolBurdSc,PolBurdP,Asthma,AsthmaP,LowBirtWt,LowBirWP,Cardiovas,CardiovasP,Educatn,EducatP,Ling_Isol,Ling_IsolP,Poverty,PovertyP,Unempl,UnemplP,HousBurd,HousBurdP,PopChar,PopCharSc,PopCharP,Child_10,Pop_10_64,Elderly65,Hispanic,White,AfricanAm,NativeAm,OtherMult,Shape_Leng,Shape_Area,AAPI,geometry
06037800202,91302,Los Angeles,Unincorporated Los Angeles County area,6065,12.20288096,18.45688351,0.0534139,69.43372744,10.34173224,51.3876789,0.038328196,13.80211574,0.003058314,7.965517241,589.422994,54.82620655,938.8772929,54.3625,321.0329934,30.36093418,8.394723489,2.873345936,0.0,0.0,3.0,22.11522497,0.25,43.29583058,13.0,91.87316254,3.75,67.35395189,38.72688017,4.728544376,39.37772246,22.65,12.66201396,4.06,28.07287657,8.48,17.07377866,3.7,14.78106808,6.1,43.87603194,14.4,20.60301508,4.1,32.27485685,15.4,40.89987326,24.87826272,2.580684454,13.14926878,12.0198,70.6843,17.296,9.9588,79.5878,0.4287,0.0,3.3471,27079.6633608,27411492.419,6.6777,"POLYGON ((121238.0353000015 -429285.0072999997, 121271.26379999891 -429300.30140000023, 121360.75499999896 -429289.4068, 121369.51209999993 -429309.03440000024, 121321.20329999924 -429370.06209999975, 121312.3104000017 -429460.27720000036, 121323.22980000079 -429476.2134999996, 121406.50239999965 -429488.92619999964, 121392.57679999992 -429568.6710000001, 121405.32440000027 -429603.3322999999, 121500.68329999968 -429669.3542999998, 121692.1174999997 -429667.0245000003, 121843.74219999835 -429547.9709999999, 121896.75 -429526.48429999966, 122061.84340000153 -429612.83019999973, 122336.0447999984 -429547.4199000001, 122329.10590000078 -429835.87679999974, 122343.4327000007 -429857.8662999999, 122418.13699999824 -429844.5050999997, 122546.96869999915 -429889.5212000003, 122609.57250000164 -429881.4315999998, 122681.40520000085 -429847.47169999965, 122821.89970000088 -429731.22030000016, 122921.82019999996 -429700.96889999975, 123047.60559999943 -429693.31900000013, 123177.18239999935 -429719.1210000003, 123471.9012000002 -429872.51300000027, 123552.74949999899 -429895.89080000017, 123661.60970000178 -429897.79119999986, 123679.37029999867 -429914.5153000001, 123817.80900000036 -429868.84130000044, 123932.1425999999 -429801.4277999997, 124127.90040000156 -429590.1743999999, 124554.88039999828 -429522.74569999985, 124570.28489999846 -429704.1525999997, 124640.85869999975 -429802.44739999995, 124876.67410000041 -429826.93090000004, 125025.54129999876 -429878.94710000046, 125108.87779999897 -429888.9609000003, 125455.28810000047 -429836.62090000045, 125604.05350000039 -429868.43570000026, 125717.76480000094 -429970.31819999963, 125839.35619999841 -430010.7301000003, 125864.62139999866 -430035.8849999998, 125916.99109999835 -430169.04810000025, 126016.47019999847 -430249.27419999987, 126052.00840000063 -430321.54530000035, 125949.34099999815 -430250.5744000003, 125760.70789999887 -430031.8328999998, 125666.1640000008 -429954.5284000002, 125531.67229999974 -429914.8541000001, 125397.23660000041 -429936.86539999954, 125306.24399999902 -429997.6394999996, 124766.23779999837 -430477.23330000043, 124695.56560000032 -430572.99260000046, 124612.80710000172 -430733.38520000037, 124550.64589999989 -430792.29750000034, 124466.46719999984 -430827.33579999954, 124227.4338000007 -430824.8548999997, 124168.2052000016 -430843.6699999999, 124110.16560000181 -430874.7832000004, 123921.6389000006 -431032.1202999996, 123862.81289999932 -431112.0604999997, 123833.45960000157 -431195.3552000001, 123788.87909999862 -431428.0911999997, 123641.08989999816 -431890.72890000045, 123578.67049999908 -432252.30289999954, 123494.3739 -432521.9868000001, 123508.75349999964 -432775.8530000001, 123461.18730000034 -433216.6508999998, 123478.96169999987 -433364.62459999975, 123621.83060000092 -433915.6732999999, 123632.5839000009 -433997.5104, 123617.19669999927 -434064.4062999999, 123582.5439000018 -434113.1573000001, 123517.20309999958 -434158.23670000024, 122417.58749999851 -434398.5817, 122243.35049999878 -434595.6161000002, 122141.82919999957 -434627.76609999966, 122086.17669999972 -434666.9298999999, 122009.39429999888 -434660.0131999999, 121970.07990000024 -434686.30069999956, 121940.7873999998 -434762.92810000014, 121938.29309999943 -434842.1774000004, 121890.19900000095 -434940.47890000045, 121828.38560000062 -435021.21999999974, 121812.88859999925 -435134.3772, 121775.04569999874 -435206.9068999998, 121776.32539999858 -435292.20519999973, 121741.815200001 -435358.9190999996, 121761.56590000167 -435617.5872999998, 121708.19579999894 -435701.9815999996, 121686.88190000132 -435768.73330000043, 121640.41250000149 -435818.52749999985, 121600.23640000075 -435929.36390000023, 121585.9796999991 -436025.8607999999, 121558.18329999968 -436051.3202999998, 121399.21330000088 -436108.55539999995, 121313.91710000113 -436187.3987999996, 121235.17320000008 -436219.66530000046, 121202.53770000115 -436275.69990000036, 121108.84250000119 -436334.79870000016, 121048.02389999852 -436462.0042000003, 121007.6363000013 -436511.5996000003, 120878.22340000048 -436511.05869999994, 120747.253800001 -436631.79760000017, 120565.12829999998 -436717.8487999998, 120358.17350000143 -436629.7253999999, 120015.57889999822 -436604.92090000026, 119923.85790000111 -436519.31060000043, 119788.34369999915 -436342.77130000014, 119611.25409999862 -436237.0251000002, 119553.2976000011 -436237.4844000004, 119516.52710000053 -436072.68200000003, 119625.96909999847 -435693.2028999999, 119609.0020999983 -435586.2636000002, 119125.60069999844 -435052.0089999996, 118913.66120000184 -434715.40359999985, 118876.34809999913 -434631.5931000002, 118867.48829999939 -434522.8770000003, 118925.23800000176 -434297.6509999996, 118917.68930000067 -433912.10890000034, 118862.6708999984 -433760.9726999998, 118849.92760000005 -433665.17819999997, 118884.17190000042 -433509.94379999954, 118877.69409999996 -433230.2265999997, 118907.50239999965 -433067.8403000003, 119142.07250000164 -432318.7544, 119301.75250000134 -431526.52109999955, 119342.04190000147 -431430.2232999997, 119503.58549999818 -431269.6941999998, 119538.48369999975 -431190.8877999997, 119583.81010000035 -430694.32830000017, 119644.45710000023 -430313.4983999999, 119704.58139999956 -430144.1434000004, 119812.00239999965 -430007.3136999998, 119856.9989 -429918.9358000001, 119889.3962999992 -429658.42530000024, 119910.5810999982 -429595.89180000033, 119994.82600000128 -429484.67339999974, 120037.96070000157 -429388.6640999997, 120059.10819999874 -429404.12870000023, 120059.99570000172 -429448.6074999999, 120111.82070000097 -429495.1604000004, 120205.96880000085 -429467.2383000003, 120370.46130000055 -429464.4201999996, 120674.11620000005 -429527.9134999998, 120785.61679999903 -429414.31400000025, 120803.45969999954 -429350.7148000002, 120798.80139999837 -429273.89049999975, 120816.12719999999 -429266.32830000017, 120845.06379999965 -429298.1040000003, 120855.62379999831 -429374.84669999965, 120900.13439999893 -429359.0310000004, 120911.34070000052 -429289.0882000001, 120889.99760000035 -429239.56659999955, 120955.4813000001 -429126.6007000003, 120994.0476000011 -429127.84219999984, 121060.26740000024 -429194.7161999997, 121158.62180000171 -429204.5597000001, 121238.0353000015 -429285.0072999997))"
06037651102,90505,Los Angeles,Torrance,3534,21.86181399,41.93141704,0.04125212,24.87865588,11.87909496,72.42065961,0.172542568,56.91350342,0.0,0.0,7710.0,95.96149037,1583.470944,79.75,320.15844,29.93630573,36.11328688,32.02268431,3.15,31.74692049,25.3,75.16187946,1.635,91.14493713,0.0,0.0,2.0,52.89805269,49.38706093,6.03015033,68.88612321,25.49,17.4227318,4.86,48.53733641,10.41,33.21286142,2.8,9.73171349,10.0,61.90282853,15.7,23.65577889,2.8,14.39354503,23.1,74.52471483,34.94967968,3.625417741,27.37014624,10.3848,63.2145,26.4007,15.1669,45.3028,1.7827,0.0,3.1126,4265.17198578,836470.971648,34.635,"POLYGON ((153596.21930000186 -464878.59979999997, 153610.08179999888 -464972.1925999997, 153495.76779999956 -464986.2823000001, 153420.2468000017 -464941.4612999996, 153348.5700000003 -464989.4096999997, 152993.1666000001 -464965.10950000025, 152986.4017000012 -465416.54530000035, 152691.68320000172 -465261.29229999986, 152679.19790000096 -464362.53089999966, 152641.2939000018 -464185.16810000036, 153355.1090000011 -464245.26489999983, 153711.61679999903 -464318.3344999999, 153687.72179999948 -464445.08770000003, 153688.77650000155 -464642.8343000002, 153596.21930000186 -464878.59979999997))"
06037401704,91767,Los Angeles,Pomona,7108,44.02828759,80.88754413,0.06133785,84.57996266,12.76241295,92.73179838,0.153825142,52.15930305,0.001800011,6.413793103,614.6786804,55.5763941,561.4752472,25.6125,938.4053216,98.65118022,58.32293458,63.47826087,1.75,22.62038074,43.5,87.64735182,0.535,71.59497022,1.0,12.45275094,0.0,0.0,52.88796295,6.457609771,77.85936528,67.95,77.13110668,4.93,50.48755453,15.17,67.22333001,24.2,71.75398633,10.2,62.66071187,36.7,64.17085427,6.6,63.41749089,22.0,70.53231939,65.72720148,6.818047103,74.1301059,13.6466,71.2296,15.1238,60.031,18.7676,5.1491,1.2662,2.3917,5970.69171893,1812898.77473,12.3945,"POLYGON ((207911.01269999892 -431799.7879999997, 208780.3557999991 -431795.1261, 208804.19319999963 -432708.4770999998, 209209.125500001 -432713.6690999996, 209226.4897999987 -433238.8989000004, 207730.4149999991 -433271.2320999997, 207691.8874000013 -431738.48699999973, 207911.01269999892 -431799.7879999997))"
06037408722,91748,Los Angeles,Rowland Heights,4313,15.09832702,25.76903681,0.05070407,63.60920971,12.07967244,83.07405103,0.033732234,12.04729309,0.0,0.0,2525.286703,82.68317079,587.7640249,27.3375,425.4159724,49.03209692,48.37575043,49.26275992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.58717345,3.734687803,19.07902925,28.38,22.55732802,3.02,9.507313318,9.84,28.45214357,12.3,49.19007846,20.2,86.89944512,19.9,33.98241206,6.3,60.56741281,18.9,58.22560203,38.97262586,4.042728017,33.83761977,7.9063,76.3969,15.6967,26.4317,12.1029,0.1855,0.2319,0.3942,6590.09981199,2108259.59192,60.6538,"POLYGON ((194122.95219999924 -446587.31350000016, 194177.46159999818 -446986.4003999997, 194414.6312999986 -446947.6339999996, 194530.500500001 -446853.8635999998, 194599.56289999932 -446833.5795999998, 194591.50030000135 -446799.3651999999, 194631.8691000007 -446752.4254999999, 194640.12260000035 -446716.1843999997, 194678.26269999892 -446722.8811999997, 194676.56080000103 -446796.0329, 194639.03649999946 -446866.98510000017, 194635.06500000134 -446962.82019999996, 194819.07090000063 -447651.03359999973, 194827.37040000036 -447816.3799999999, 194564.1303000003 -447906.10500000045, 194481.70179999992 -447961.8547, 194464.87480000034 -448053.4252000004, 194372.60660000145 -448132.4687999999, 192670.54980000108 -447575.7340000002, 192733.1099999994 -447452.76180000044, 192923.81689999998 -447288.9132000003, 192994.4074999988 -447190.83550000004, 193166.3751000017 -446647.1810999997, 193523.40790000185 -446666.14940000046, 194122.95219999924 -446587.31350000016))"
06037400900,91741,Los Angeles,Glendora,4424,21.72429237,41.5910237,0.06236471,88.69943995,11.94310557,75.28313628,0.267198945,72.66957063,0.0,0.0,1101.953664,66.06651663,594.1760234,27.9625,524.7290987,62.62020732,60.17227976,65.99873976,11.25,64.22172452,3.0,22.11522497,0.26,44.72534745,0.0,0.0,3.5,66.68957617,51.45846742,6.283068651,74.05102676,38.8,39.33200399,2.64,5.594046703,12.82,52.84147557,5.3,22.76638826,7.0,48.72107186,20.6,35.56532663,2.3,8.69338886,18.1,54.626109,33.33181617,3.45759271,24.81089259,11.0307,72.9204,16.0488,37.0705,45.9313,0.972,0.0,2.6673,6463.59716892,1965010.28257,13.359,"POLYGON ((196216.64409999922 -430089.7019999996, 195403.60709999874 -430104.91530000046, 195358.27529999986 -427688.7441999996, 196169.0122999996 -427667.3674999997, 196216.64409999922 -430089.7019999996))"
06037190700,90028,Los Angeles,Los Angeles,2685,39.91099295,74.84871407,0.05022962,62.5264468,11.90677464,73.40385812,0.285299133,74.76042315,0.0,0.0,1403.615011,71.50537634,1400.536652,75.45,787.9403354,92.53153491,54.20945275,57.47952111,5.9,44.77416947,39.4,85.67159223,0.685,77.80277962,0.0,0.0,0.75,25.72737686,57.90315791,7.06996408,87.64156814,60.77,69.9775673,2.92,8.288426995,13.63,58.13808574,10.3,43.06504682,18.0,83.35363378,40.4,69.72361809,5.2,46.99375325,22.9,73.72623574,54.42024211,5.64514791,56.77004539,3.7244,77.9888,18.2868,22.4953,55.7169,5.8101,0.298,8.7896,3810.85621026,642639.222612,6.8901,"POLYGON ((153795.6999000013 -434344.6183000002, 153294.74870000035 -434354.63239999954, 153274.0826999992 -433559.8064000001, 154382.33619999886 -433531.77130000014, 154391.74570000172 -433934.13829999976, 153786.938000001 -433946.0136000002, 153795.6999000013 -434344.6183000002))"
06037403801,91724,Los Angeles,Charter Oak,6224,29.51200835,57.87947554,0.05938691,79.98755445,12.13753758,86.58369633,0.126897654,45.09023024,0.0,0.0,1283.639679,69.77994499,628.096292,30.425,767.8293146,86.92394155,59.35641551,64.91493384,0.9,11.83277342,0.0,0.0,0.235,40.92653872,0.0,0.0,0.5,22.08476518,43.6317136,5.327423565,53.130056,46.73,51.64506481,4.67,43.08442392,12.88,53.14057827,9.2,38.85092382,10.0,61.90282853,32.1,57.13567839,8.6,78.96928683,17.3,50.72243346,53.40312627,5.539639939,55.16893596,12.7731,76.7834,10.4434,62.4357,16.1472,2.394,0.4017,1.6228,6596.48161069,1885414.61433,16.9987,"POLYGON ((197873.47929999977 -432087.3443999998, 197884.37260000035 -432597.3080000002, 197928.85940000042 -432605.62210000027, 197930.56439999864 -432668.7215999998, 197885.89139999822 -432668.5120000001, 197890.71029999852 -432901.86899999995, 195462.3564000018 -432956.47919999994, 195437.4802000001 -432153.11110000033, 195840.33040000126 -432274.1473000003, 196139.27749999985 -432205.86290000007, 196853.45219999924 -432119.2428000001, 197873.47929999977 -432087.3443999998))"
06037405202,91706,Los Angeles,Baldwin Park,4850,50.15145705,88.03580434,0.05846283,78.00871189,11.92341677,74.26260112,0.113851269,41.51835719,0.012618243,13.4137931,1833.098063,77.45686422,623.1974249,30.025,745.1908893,84.92569002,71.05062465,80.35286704,12.0,68.94363568,12.05,52.06707621,0.4,61.57511582,3.0,33.15833683,5.6,77.75486827,59.56359257,7.272702822,90.26757934,66.86,76.12163509,4.71,44.21349756,14.78,65.06729811,35.5,85.788408,15.9,79.17174178,33.1,58.79396985,7.1,68.40187402,20.2,63.6121673,66.47722122,6.895848528,75.12607161,11.2371,75.5052,13.2577,76.8454,2.8247,2.2062,0.7629,0.433,4157.26188137,959370.59868,16.9278,"POLYGON ((187921.22260000184 -435897.21499999985, 187354.0278000012 -435419.57469999976, 187591.91539999843 -435139.5236999998, 187564.27340000123 -435103.16750000045, 187470.82990000024 -434800.48000000045, 187657.6559999995 -434731.45249999966, 187620.31190000102 -434685.9840000002, 187808.15239999816 -434655.76680000033, 188211.70320000127 -434535.13599999994, 188213.9615000002 -434670.12399999984, 188227.76700000092 -434702.55960000027, 188637.4241000004 -435053.5729, 187921.22260000184 -435897.21499999985))"
06037404801,91706,Los Angeles,Baldwin Park,7911,51.36342376,89.30912758,0.05763123,76.93839452,11.95086878,75.83074051,0.157859635,53.11761045,0.394435176,35.79310345,1886.272298,77.9819955,740.557733,39.5375,745.1908893,84.92569002,61.87413874,68.34278513,12.0,68.94363568,16.7,62.49377387,0.39,59.86763733,3.0,33.15833683,1.75,43.94043528,60.59923956,7.399155114,91.71126322,66.86,76.12163509,5.02,52.84834488,14.78,65.06729811,32.9,83.33333333,24.4,91.8121532,39.9,69.08291457,3.3,21.1087975,25.1,80.46894804,66.92016101,6.941795781,75.76903681,13.0451,74.9968,11.958,73.1766,3.729,0.9733,0.0,0.1517,5223.01238802,1390888.6117,21.9694,"POLYGON ((186637.1821999997 -436268.16750000045, 185571.71440000087 -435353.3753000004, 187470.82990000024 -434800.48000000045, 187564.27340000123 -435103.16750000045, 187591.91539999843 -435139.5236999998, 186637.1821999997 -436268.16750000045))"
06037404903,91706,Los Angeles,Baldwin Park,2738,44.81714838,81.7322239,0.05846283,78.00871189,11.87892599,72.40821406,0.076292938,28.53764779,0.0,0.0,1817.026042,77.18179545,648.0679871,31.975,652.6019468,72.02447858,64.90051862,72.69061122,12.0,68.94363568,8.5,42.07205711,0.15,26.67107876,0.0,0.0,1.65,42.61168385,48.08876861,5.871629095,65.26446795,66.86,76.12163509,6.4,82.14010778,14.78,65.06729811,20.9,66.31232599,23.9,91.28434159,41.3,71.09296482,5.4,49.85684539,27.1,85.05703422,73.58185803,7.632830285,84.74533535,12.8926,77.6479,9.4595,64.8283,2.6662,0.0,0.0,0.0,3209.58583574,541862.956506,32.5055,"POLYGON ((187280.57970000058 -433937.8465, 187294.2633999996 -434340.0126, 187394.12629999965 -434335.3217000002, 187408.92309999838 -434707.15919999965, 187470.82990000024 -434800.48000000045, 186817.8018000014 -434992.7600999996, 186776.81650000066 -433955.2873999998, 187280.57970000058 -433937.8465))"
06037405201,91706,Los Angeles,Baldwin Park,4933,52.46878072,90.49420071,0.05846283,78.00871189,11.90589977,73.37896702,0.193953959,60.87118855,0.0,0.0,1781.370707,76.74418605,509.5817247,21.6625,745.1908893,84.92569002,72.78788069,82.19281664,12.0,68.94363568,26.5,76.35729703,0.925,83.94440768,0.0,0.0,5.7,77.96105384,60.29576463,7.362100885,91.27566895,57.56,66.37587238,5.62,67.3723377,12.71,52.1560319,34.4,84.64945583,15.0,77.42590337,38.3,66.55778894,8.4,77.7589797,22.1,70.81115336,68.70436845,7.126876084,78.44175492,12.8725,76.6471,10.4804,74.2145,4.3179,3.3854,0.2433,1.6217,5431.83482266,1353130.83043,16.2173,"POLYGON ((189263.50780000165 -433874.5789000001, 189260.72729999945 -434214.1326000001, 189629.370099999 -434107.17260000017, 189607.97850000113 -434504.2045999998, 189704.99049999937 -434508.4258000003, 189683.5588000007 -434907.7873999998, 189580.40529999882 -434910.02359999996, 189556.41380000114 -435310.8810999999, 189375.53350000083 -435300.5959999999, 189186.98710000142 -435520.5996000003, 188240.46680000052 -434717.93149999995, 188213.9615000002 -434670.12399999984, 188211.70320000127 -434535.13599999994, 188879.6411000006 -434318.01680000033, 188874.39840000123 -434092.32820000034, 188862.46499999985 -434086.8158999998, 189029.03069999814 -433944.18570000026, 189150.35570000112 -433890.74340000004, 189263.50780000165 -433874.5789000001))"
06037405600,91791,Los Angeles,West Covina,5553,26.88897599,52.82400403,0.05763123,76.93839452,12.00446076,78.46919726,0.289876052,75.27069073,0.0,0.0,1575.763672,74.36859215,1960.831263,86.4,743.4702216,84.73835394,62.75579914,69.57781979,1.0,17.07726764,0.0,0.0,0.445,65.17538054,3.0,33.15833683,0.75,25.72737686,54.88947816,6.70199438,82.15308027,39.22,40.11714855,4.07,28.35514498,10.54,34.48404786,15.0,55.34042015,14.8,76.89809176,14.2,20.10050251,2.4,9.721499219,17.8,53.11787072,38.67722867,4.012085726,33.37115482,13.4342,69.62,16.9458,62.7048,13.9564,2.3771,0.0,0.3782,7267.430437,2124483.33671,20.5835,"POLYGON ((191814.66530000046 -434203.2319, 192106.56080000103 -434250.18149999995, 192244.7307999991 -434245.59240000043, 192255.60399999842 -434647.91530000046, 192606.09549999982 -434643.64470000006, 192824.69319999963 -434619.0778999999, 193066.3445999995 -434614.41330000013, 193098.77699999884 -435841.23780000024, 193121.34070000052 -436043.6824000003, 191809.1424999982 -436059.78949999996, 191861.9560999982 -435289.6906000003, 191756.30200000107 -435291.78529999964, 191784.43200000003 -434882.1741000004, 191931.19029999897 -434877.2909000004, 191929.21169999987 -434782.90809999965, 191437.51089999825 -434796.90050000045, 191440.75690000132 -434468.6118000001, 191622.07229999825 -434465.6403000001, 191620.88390000165 -434390.3247999996, 191814.66530000046 -434203.2319))"
06037405203,91706,Los Angeles,Baldwin Park,3638,47.52410363,84.97226425,0.05763123,76.93839452,11.95803873,76.16677038,0.272150409,73.44119477,0.023538669,16.62068966,1846.263367,77.5943986,1717.0592,82.2625,745.1908893,84.92569002,51.95630148,54.25330813,12.0,68.94363568,5.25,31.51253528,0.11,19.24553276,3.0,33.15833683,0.7,24.83390607,57.02984195,6.963332374,86.24766646,55.68,63.54685942,7.94,96.17654606,12.3,48.91575274,28.4,78.13211845,14.0,74.44850453,28.9,52.11055276,4.9,43.0895367,19.9,62.4207858,65.79334286,6.824908115,74.1931417,16.5476,69.8461,13.6064,68.994,9.7581,0.6872,0.0,0.6322,4153.39850146,718012.748823,19.9285,"POLYGON ((189186.98710000142 -435520.5996000003, 188806.2399000004 -435967.99480000045, 188586.26740000024 -435780.78330000024, 188427.69289999828 -435966.39190000016, 188651.18349999934 -436158.30229999963, 188564.6821999997 -436257.03249999974, 188444.7419999987 -436273.5971999997, 188368.49430000037 -436261.2587000001, 188315.13390000165 -436231.33949999977, 187919.1464000009 -435899.6601999998, 188637.4241000004 -435053.5729, 189186.98710000142 -435520.5996000003))"
06037406200,91723,Los Angeles,Covina,5811,44.28800403,81.21533031,0.05763123,76.93839452,12.10201885,84.67952707,0.291997382,75.43248289,0.0,0.0,1549.762349,73.94348587,1929.947327,85.8875,789.0498273,92.63144748,66.88263916,75.19848771,0.0,0.0,0.0,0.0,0.7,78.39841165,3.0,33.15833683,1.5,42.31386025,57.31731771,6.998433108,86.73304294,36.78,36.24127617,5.85,72.08108802,9.21,22.81904287,24.9,73.07010883,26.5,93.49032345,40.1,69.34673367,6.2,59.38313378,35.2,96.19771863,61.00570301,6.328274251,67.12052446,11.6159,68.3531,20.031,60.4715,14.4553,3.9408,0.0,1.7037,8044.64677086,1900426.68531,19.4287,"POLYGON ((193476.66459999979 -434456.3280999996, 193492.8033999987 -435261.09389999975, 194716.44559999928 -435244.70610000007, 194715.6970999986 -435650.7226999998, 195528.04450000077 -435639.4835999999, 195546.42080000043 -436015.55700000003, 193121.34070000052 -436043.6824000003, 193098.77699999884 -435841.23780000024, 193064.09319999814 -434462.2260999996, 193476.66459999979 -434456.3280999996))"
06037501802,90602,Los Angeles,Whittier,3311,27.75857492,54.42511346,0.05022962,62.5264468,11.94722225,75.5818295,0.185237636,59.37772246,0.0,0.0,2581.203288,82.97074269,1135.174669,65.8,477.3228714,57.74946921,76.57275832,86.16257089,0.0,0.0,12.3,52.53196082,0.235,40.92653872,0.0,0.0,3.5,66.68957617,51.52393684,6.291062454,74.34971998,55.62,63.43469591,4.17,30.58763151,15.7,70.15204387,5.6,24.12047583,1.3,9.46000812,23.7,42.11055276,1.8,4.893284748,22.2,71.15335868,42.53616323,4.412382666,38.89309128,13.3796,72.6065,14.0139,76.2912,17.608,3.9263,0.0,1.0571,4255.74677565,774273.785709,1.1175,"POLYGON ((182506.05480000004 -447751.67449999973, 182507.1152999997 -447882.4537000004, 182375.55550000072 -447797.4380000001, 182295.24439999834 -447798.44379999954, 182306.91000000015 -448701.15780000016, 181811.45910000056 -448371.3064000001, 181799.95259999856 -447219.9634999996, 182211.82990000024 -447219.1719000004, 182663.24320000038 -447505.21190000046, 182506.05480000004 -447751.67449999973))"
06037109400,91345,Los Angeles,Los Angeles,3903,34.96933315,67.51134644,0.06718273,97.00062228,11.34325331,58.44430616,0.386135627,83.94523958,0.0,0.0,670.4100037,57.23930983,2243.427021,90.1875,726.638249,83.12726364,46.94476061,47.14555766,0.0,0.0,0.0,0.0,0.18,30.5890139,0.0,0.0,0.4,14.43298969,46.0922835,5.62785866,59.82576229,66.44,75.74775673,5.67,68.41159867,14.99,66.1889332,23.3,70.39989876,7.8,52.51048856,18.5,30.77889447,3.4,22.56637168,22.5,72.16730038,59.90034349,6.213612541,65.50680787,7.5839,78.5806,13.8355,74.2506,13.8099,0.8455,0.0,1.3579,5346.14198729,1285938.15739,9.7361,"POLYGON ((142770.76630000025 -414716.3828999996, 142900.92309999838 -414923.90359999985, 143326.43019999936 -415412.0714999996, 142991.5309999995 -415486.0323999999, 142654.43400000036 -415521.6210000003, 141115.3317000009 -415534.3229, 141116.42110000178 -415368.1853, 141138.99350000173 -415226.55700000003, 141345.65799999982 -415001.05260000005, 141468.14310000092 -414911.2915000003, 141629.04619999975 -414868.4000000004, 142283.94319999963 -414875.94689999986, 142449.70149999857 -414809.21360000037, 142691.5287999995 -414596.97300000023, 142770.76630000025 -414716.3828999996))"
06037552602,90650,Los Angeles,Norwalk,4416,50.12118987,88.01059002,0.04588368,44.97822029,11.94672827,75.54449284,0.136318598,47.52955818,0.0,0.0,4225.576741,90.19754939,715.7824378,37.4375,526.6771962,62.86998876,67.58829169,75.97983617,3.55,33.89324375,32.5,81.68686701,0.93,84.03706155,0.0,0.0,1.5,42.31386025,52.34016431,6.390723666,76.45301805,47.46,52.80408774,6.17,78.5604311,18.21,81.39332004,23.9,71.19716527,20.7,87.50845852,39.7,68.83165829,8.3,77.09526288,36.0,96.83143219,75.60603753,7.84280349,87.45587494,14.1078,72.8714,13.0208,54.3252,8.3786,5.2083,0.4303,1.0417,5049.75010896,1373307.10539,30.6159,"POLYGON ((179164.29210000113 -455934.7076000003, 179165.34930000082 -455977.3951000003, 179881.5527999997 -455961.51180000044, 179897.6405000016 -456831.4445000002, 179077.496199999 -456854.22080000024, 179069.61019999906 -456807.90160000045, 178279.82499999925 -456812.67810000014, 178257.54890000075 -456003.6618999997, 179085.0449000001 -455982.3635, 179084.19530000165 -455936.2329000002, 179164.29210000113 -455934.7076000003))"
06037552700,90650,Los Angeles,Norwalk,6819,43.58472844,80.2193646,0.04588368,44.97822029,11.91971836,74.03858121,0.227753151,66.77037959,0.0,0.0,4313.926595,90.51012753,715.5412113,37.4,542.5375494,64.08142875,80.01394171,89.26275992,2.5,28.44344905,41.75,86.96662793,0.56,72.97154203,0.0,0.0,0.4,14.43298969,52.44109869,6.403047733,76.62725576,56.71,64.96759721,4.76,45.86861688,21.89,93.33250249,21.9,68.03340926,10.9,65.19150088,27.4,49.30904523,7.8,74.10203019,19.1,59.27756654,65.61947464,6.806872329,73.99142713,12.9491,76.3308,10.72,74.0138,11.7613,0.6746,0.0,0.5133,5029.19835899,1374239.81423,13.0371,"POLYGON ((178257.6009999998 -456005.5532999998, 177377.9651999995 -456029.81850000005, 177354.6424999982 -455229.02529999986, 179070.01099999994 -455178.2960999999, 179085.0449000001 -455982.3635, 178257.6009999998 -456005.5532999998))"
06037552601,90650,Los Angeles,Norwalk,5260,42.96924641,79.45032779,0.04539285,42.56378345,11.9351668,74.85998755,0.136816658,47.69135034,0.0,0.0,4381.280029,90.81020255,1044.94295,60.8125,435.4955667,50.89296865,88.45367096,95.6899811,1.2,18.70100784,30.0,79.6945044,0.32,52.64063534,0.0,0.0,0.0,0.0,48.67914098,5.943713444,66.95706285,57.55,66.33848455,4.78,46.2920195,22.22,93.76869392,31.4,81.70083523,18.1,83.55663825,37.4,65.27638191,7.5,71.66840187,17.3,50.72243346,69.6923354,7.229360369,79.67725668,15.7605,77.2433,6.9962,87.0342,3.8783,3.327,0.1521,0.8365,3381.1458061,713085.417975,4.7719,"POLYGON ((178279.82499999925 -456812.67810000014, 177394.36030000076 -456835.73730000015, 177377.9651999995 -456029.81850000005, 178257.54890000075 -456003.6618999997, 178279.82499999925 -456812.67810000014))"
