ID,NAME,Avg_TreeCanopy_Cover,F5yearincrements_pop0_cy,raceandhispanicorigin_hisppop_cy_1,raceandhispanicorigin_nhspblk_cy_1,households_acshhbpov,agedependency_senior_cy,healthpersonalcare_mp14088a_b_1,commute_acsbus,commute_acswalked,CT_Area_SqKM,CanopyCover_SqKM,SUM_Traffic,householdincome_medhinc_cy,Shape_Length,Shape_Area,pPoverty,pHispanic,pNonHspBlack,pSeniors,pYoungChildren,pWalk2Work,pBus2Work,pAsthma,pTreeCanopy,DisIdxPoverty,DisIdxHispanic,DisIdxNonHspBlack,DisIdxSeniors,DisIdxYoungChildren,DisIdxWalk2Work,DisIdxBus2Work,DisIdxAsthma,AvePM25,AveLST,TreesToPlant
06037134303,060371343.03,6.550077639751553,262.000000000000000,1882.000000000000000,143.000000000000000,116.000000000000000,898.000000000000000,160.000000000000000,48.000000000000000,110.000000000000000,1.584950515446948,0.103815489313418,275444.000000000000000,102974.000000000000000,17236.577470638880186,17059101.431355543434620,0.0468592,0.0954955,0.0042225,0.1757208,0.1090817,0.1643827,0.0301940,16001.2675781,0.0996101,-0.0527509,-0.0041146,-0.0953876,0.0761107,0.0094716,0.0647726,-0.0694161,16001.1679688,14.993306831339373,110.709119770490275,956
06037134304,060371343.04,5.201834862385321,144.000000000000000,896.000000000000000,112.000000000000000,95.000000000000000,657.000000000000000,128.000000000000000,41.000000000000000,6.000000000000000,1.020418380122979,0.053080479039425,46178.000000000000000,79098.000000000000000,13571.961575009998342,10982898.914709728211164,0.0383761,0.0454644,0.0033071,0.1285619,0.0599533,0.0089663,0.0257907,12801.2675781,0.0509303,-0.0125542,-0.0054659,-0.0476232,0.0776316,0.0090230,-0.0419639,-0.0251396,12801.2167969,15.042799542830593,110.050552418859681,935
06037134305,060371343.05,4.118965517241380,338.000000000000000,3011.000000000000000,91.000000000000000,246.000000000000000,200.000000000000000,171.000000000000000,307.000000000000000,101.000000000000000,0.357549207648533,0.014727328570213,144821.000000000000000,41022.000000000000000,8097.582142168998871,3848310.855849671177566,0.0993739,0.1527827,0.0026870,0.0391360,0.1407237,0.1509333,0.1931158,17101.2675781,0.0141307,0.0852431,0.1386519,-0.0114437,0.0250053,0.1265929,0.1368025,0.1789850,17101.2539062,15.096968620054152,113.740012190533534,964
06037134306,060371343.06,4.221115537848606,238.000000000000000,1553.000000000000000,251.000000000000000,201.000000000000000,375.000000000000000,63.000000000000000,79.000000000000000,0.000000000000000,0.619812414764297,0.026162998145130,45220.000000000000000,78047.000000000000000,10337.972812312871611,6671124.355504450388253,0.0811957,0.0788016,0.0074115,0.0733801,0.0990895,0.0000000,0.0496943,6301.2680664,0.0251032,0.0560925,0.0536984,-0.0176917,0.0482769,0.0739863,-0.0251032,0.0245911,6301.2431641,15.093766016619565,113.350641883309365,934
06037134421,060371344.21,10.220850086157380,147.000000000000000,371.000000000000000,67.000000000000000,40.000000000000000,842.000000000000000,112.000000000000000,27.000000000000000,10.000000000000000,2.134451571188382,0.218159095252796,44961.000000000000000,131454.000000000000000,19312.943946759998653,22973473.772977747023106,0.0161584,0.0188251,0.0019784,0.1647627,0.0612023,0.0149439,0.0169841,11201.2675781,0.2093218,-0.1931635,-0.1904967,-0.2073435,-0.0445591,-0.1481195,-0.1943779,-0.1923377,11201.0585938,14.166250442350321,108.807548042677382,931
06037134422,060371344.22,8.098562091503268,221.000000000000000,844.000000000000000,161.000000000000000,123.000000000000000,919.000000000000000,165.000000000000000,54.000000000000000,3.000000000000000,2.348322422494084,0.190180349494377,248849.000000000000000,114815.000000000000000,25531.774728893065912,25275415.780509009957314,0.0496869,0.0428258,0.0047540,0.1798301,0.0920116,0.0044832,0.0339682,16501.2675781,0.1824765,-0.1327895,-0.1396506,-0.1777225,-0.0026464,-0.0904648,-0.1779933,-0.1485082,16501.0859375,14.702804061987287,109.387559640226968,947
06037134423,060371344.23,8.564636542239686,113.000000000000000,456.000000000000000,82.000000000000000,121.000000000000000,798.000000000000000,106.000000000000000,161.000000000000000,7.000000000000000,1.566912173960588,0.134200332635831,71825.000000000000000,111588.000000000000000,18426.918301652614900,16864860.205113258212805,0.0488790,0.0231381,0.0024213,0.1561528,0.0470467,0.0104607,0.1012757,10601.2675781,0.1287641,-0.0798851,-0.1056260,-0.1263428,0.0273887,-0.0817174,-0.1183034,-0.0274884,10601.1386719,14.453501648401311,108.756630995699837,932
06037134424,060371344.24,9.276680829792552,79.000000000000000,230.000000000000000,49.000000000000000,31.000000000000000,566.000000000000000,107.000000000000000,26.000000000000000,6.000000000000000,2.442988994649784,0.226628291740618,90908.000000000000000,150452.000000000000000,29993.122491140580678,26294213.255368314683437,0.0125227,0.0116705,0.0014469,0.1107550,0.0328910,0.0089663,0.0163551,10701.2675781,0.2174480,-0.2049252,-0.2057774,-0.2160011,-0.1066930,-0.1845569,-0.2084816,-0.2010929,10701.0498047,12.517122507855023,108.892733730627526,906
06037134520,060371345.20,3.695790816326531,458.000000000000000,4280.000000000000000,141.000000000000000,371.000000000000000,432.000000000000000,172.000000000000000,368.000000000000000,103.000000000000000,0.967242058082822,0.035747243154273,394172.000000000000000,45028.000000000000000,13162.610380073212582,10410608.545094469562173,0.1498687,0.2171737,0.0041634,0.0845338,0.1906848,0.1539220,0.2314873,17201.2675781,0.0342992,0.1155695,0.1828745,-0.0301358,0.0502347,0.1563856,0.1196228,0.1971881,17201.2324219,15.020260433479372,111.462364792556926,959
06037134521,060371345.21,4.402356902356902,328.000000000000000,3112.000000000000000,24.000000000000000,233.000000000000000,131.000000000000000,147.000000000000000,197.000000000000000,56.000000000000000,0.351745927346255,0.015485111111287,38278.000000000000000,52611.000000000000000,8186.613772899058858,3785897.053048028144985,0.0941224,0.1579076,0.0007087,0.0256341,0.1365603,0.0836858,0.1239212,14701.2675781,0.0148578,0.0792646,0.1430497,-0.0141492,0.0107763,0.1217024,0.0688279,0.1090634,14701.2529297,15.131579399108887,112.614274027239603,952
06037134522,060371345.22,5.491691104594330,298.000000000000000,2872.000000000000000,179.000000000000000,335.000000000000000,252.000000000000000,74.000000000000000,133.000000000000000,92.000000000000000,0.615276918343518,0.033789107793293,250699.000000000000000,39579.000000000000000,10276.149519834874809,6622343.948427855968475,0.1353262,0.1457296,0.0052855,0.0493114,0.1240700,0.1374837,0.0836625,7401.2680664,0.0324204,0.1029058,0.1133092,-0.0271349,0.0168910,0.0916496,0.1050634,0.0512422,7401.2358398,15.083192452904266,111.238815841705531,942
06037134710,060371347.10,6.033119658119658,401.000000000000000,3611.000000000000000,147.000000000000000,394.000000000000000,369.000000000000000,176.000000000000000,376.000000000000000,30.000000000000000,0.570605313669461,0.034425301349268,38772.000000000000000,48516.000000000000000,9944.797060692448213,6141521.520737057551742,0.1591598,0.1832276,0.0043406,0.0722060,0.1669533,0.0448317,0.2365196,17601.2675781,0.0330308,0.1261290,0.1501968,-0.0286902,0.0391752,0.1339225,0.0118009,0.2034888,17601.2343750,15.271221728471462,111.438007822092516,965
06037134903,060371349.03,3.233082706766917,371.000000000000000,2437.000000000000000,458.000000000000000,425.000000000000000,339.000000000000000,122.000000000000000,256.000000000000000,124.000000000000000,0.566261265104899,0.018307695037226,240280.000000000000000,67645.000000000000000,10483.086945223367366,6094788.028835115022957,0.1716825,0.1236571,0.0135238,0.0663356,0.1544630,0.1853042,0.1610346,12201.2675781,0.0175661,0.1541164,0.1060910,-0.0040423,0.0487695,0.1368969,0.1677381,0.1434686,12201.2500000,15.015853329382010,111.162321469474577,941
06037134904,060371349.04,7.028009535160906,277.000000000000000,2463.000000000000000,165.000000000000000,202.000000000000000,538.000000000000000,87.000000000000000,174.000000000000000,5.000000000000000,1.039855906435541,0.073081172256224,265688.000000000000000,61631.000000000000000,15680.663521736822076,11192144.291973706334829,0.0815997,0.1249763,0.0048721,0.1052759,0.1153268,0.0074719,0.1094532,8701.2675781,0.0701208,0.0114789,0.0548556,-0.0652487,0.0351552,0.0452060,-0.0626488,0.0393325,8701.1972656,15.060017025194243,109.950879302673385,943
06037134905,060371349.05,5.115008351228823,254.000000000000000,734.000000000000000,442.000000000000000,233.000000000000000,589.000000000000000,133.000000000000000,23.000000000000000,75.000000000000000,2.586757206570478,0.132312847142093,309979.000000000000000,100056.000000000000000,22067.674676104314130,27841908.932201966643333,0.0941224,0.0372443,0.0130513,0.1152556,0.1057509,0.1120791,0.0144680,13301.2675781,0.1269531,-0.0328307,-0.0897088,-0.1139018,-0.0116974,-0.0212021,-0.0148739,-0.1124851,13301.1406250,14.865045256933715,111.487044571673025,942
06037135102,060371351.02,8.151962549513863,171.000000000000000,714.000000000000000,120.000000000000000,20.000000000000000,791.000000000000000,126.000000000000000,34.000000000000000,39.000000000000000,1.668402765614462,0.136007568627944,253821.000000000000000,113847.000000000000000,18952.829424586620007,17957371.635259948670864,0.0080792,0.0362294,0.0035433,0.1547830,0.0711945,0.0582812,0.0213874,12601.2675781,0.1304981,-0.1224189,-0.0942687,-0.1269548,0.0242849,-0.0593036,-0.0722170,-0.1091107,12601.1367188,14.797647871417375,108.845727620076758,942
06037135111,060371351.11,8.055721989215099,137.000000000000000,775.000000000000000,120.000000000000000,55.000000000000000,488.000000000000000,103.000000000000000,36.000000000000000,31.000000000000000,1.039730654298464,0.083757810946931,166544.000000000000000,95407.000000000000000,13450.688047194898900,11190833.209049664437771,0.0222177,0.0393247,0.0035433,0.0954919,0.0570389,0.0463260,0.0226455,10301.2675781,0.0803649,-0.0581472,-0.0410402,-0.0768216,0.0151270,-0.0233260,-0.0340389,-0.0577194,10301.1875000,14.894295405030977,110.130252143325677,944
06037135113,060371351.13,8.520295202952029,162.000000000000000,397.000000000000000,243.000000000000000,81.000000000000000,318.000000000000000,51.000000000000000,50.000000000000000,39.000000000000000,0.643596277696477,0.054836302774951,94973.000000000000000,83098.000000000000000,13081.058380162427056,6927220.613872745074332,0.0327207,0.0201444,0.0071753,0.0622263,0.0674474,0.0582812,0.0314521,5101.2680664,0.0526150,-0.0198943,-0.0324706,-0.0454397,0.0096113,0.0148325,0.0056662,-0.0211629,5101.2153320,14.772748039770089,108.880997892123943,930
06037135114,060371351.14,4.525678294573644,249.000000000000000,667.000000000000000,232.000000000000000,433.000000000000000,874.000000000000000,116.000000000000000,42.000000000000000,201.000000000000000,1.270025052143685,0.057477248120514,317122.000000000000000,60514.000000000000000,18199.724457047144824,13669488.553432697430253,0.1749142,0.0338446,0.0068505,0.1710245,0.1036692,0.3003721,0.0264197,11601.2675781,0.0551489,0.1197652,-0.0213044,-0.0482985,0.1158755,0.0485203,0.2452231,-0.0287292,11601.2128906,14.870001565728526,111.070484554320984,943
06037135201,060371352.01,7.267413931144916,102.000000000000000,415.000000000000000,80.000000000000000,40.000000000000000,551.000000000000000,84.000000000000000,75.000000000000000,46.000000000000000,1.531730617310220,0.111317204270015,389075.000000000000000,115722.000000000000000,18595.317010452035902,16486311.059462564066052,0.0161584,0.0210577,0.0023622,0.1078198,0.0424669,0.0687419,0.0471781,8401.2675781,0.1068079,-0.0906496,-0.0857502,-0.1044457,0.0010118,-0.0643410,-0.0380661,-0.0596298,8401.1611328,14.713627017030328,110.424151797154607,939
06037135202,060371352.02,8.935483870967742,185.000000000000000,763.000000000000000,125.000000000000000,86.000000000000000,836.000000000000000,154.000000000000000,48.000000000000000,18.000000000000000,1.762623099052083,0.157498902721750,180316.000000000000000,122739.000000000000000,17817.539441218796128,18971459.015860389918089,0.0347405,0.0387158,0.0036910,0.1635886,0.0770233,0.0268990,0.0301940,15401.2675781,0.1511189,-0.1163784,-0.1124031,-0.1474279,0.0124697,-0.0740956,-0.1242199,-0.1209249,15401.1162109,14.583359437420665,110.317671223295591,953
06037135203,060371352.03,9.930969857879120,284.000000000000000,906.000000000000000,134.000000000000000,135.000000000000000,1282.000000000000000,209.000000000000000,0.000000000000000,10.000000000000000,3.926749104584778,0.389964269970853,237567.000000000000000,107765.000000000000000,42426.491865864933061,42264245.298256456851959,0.0545344,0.0459718,0.0039567,0.2508620,0.1182412,0.0149439,0.0000000,20901.2675781,0.3741674,-0.3196330,-0.3281956,-0.3702107,-0.1233055,-0.2559263,-0.3592235,-0.3741674,20900.8925781,13.046012094625185,110.744761689527408,938
06037137103,060371371.03,8.754244139046079,210.000000000000000,598.000000000000000,258.000000000000000,167.000000000000000,679.000000000000000,93.000000000000000,127.000000000000000,223.000000000000000,0.759730876905227,0.066508695763999,899928.000000000000000,80558.000000000000000,11777.270373916713652,8177185.368130763061345,0.0674611,0.0303434,0.0076182,0.1328668,0.0874319,0.3332486,0.0798883,9301.2675781,0.0638145,0.0036466,-0.0334711,-0.0561964,0.0690523,0.0236173,0.2694341,0.0160737,9301.2041016,14.597877570133042,106.054580952256288,951
06037137104,060371371.04,11.143815915627997,139.000000000000000,298.000000000000000,79.000000000000000,106.000000000000000,751.000000000000000,84.000000000000000,11.000000000000000,11.000000000000000,2.564685653348178,0.285803848023642,1371767.000000000000000,119802.000000000000000,23404.056063379066472,27604422.452160310000181,0.0428196,0.0151210,0.0023327,0.1469558,0.0578716,0.0164383,0.0069195,8401.2675781,0.2742264,-0.2314068,-0.2591054,-0.2718937,-0.1272706,-0.2163548,-0.2577881,-0.2673070,8400.9931641,14.620581082858466,109.311019103973507,966
06037137201,060371372.01,9.676755070202809,280.000000000000000,808.000000000000000,279.000000000000000,188.000000000000000,912.000000000000000,165.000000000000000,103.000000000000000,292.000000000000000,1.994200605604397,0.192973908212839,827086.000000000000000,79082.000000000000000,19182.330698997750005,21464183.023461077362299,0.0759443,0.0409991,0.0082383,0.1784603,0.1165758,0.4363615,0.0647913,16501.2675781,0.1851569,-0.1092126,-0.1441577,-0.1769186,-0.0066965,-0.0685810,0.2512046,-0.1203656,16501.0820312,14.501868214855229,109.296963918830130,973
06037137301,060371373.01,11.009667440061872,92.000000000000000,195.000000000000000,62.000000000000000,7.000000000000000,525.000000000000000,63.000000000000000,11.000000000000000,0.000000000000000,1.609667648757913,0.177219055018510,67253.000000000000000,163290.000000000000000,20267.728698503291525,17325264.669606588780880,0.0028277,0.0098946,0.0018307,0.1027321,0.0383035,0.0000000,0.0069195,6301.2680664,0.1700402,-0.1672125,-0.1601456,-0.1682095,-0.0673081,-0.1317367,-0.1700402,-0.1631207,6301.0981445,14.478435320092734,107.539262302521678,926
06037137302,060371373.02,10.762309422644339,158.000000000000000,384.000000000000000,78.000000000000000,60.000000000000000,1255.000000000000000,124.000000000000000,0.000000000000000,0.000000000000000,2.446648252708457,0.263315855440205,207440.000000000000000,146059.000000000000000,25071.340958031727496,26334028.719426490366459,0.0242375,0.0194847,0.0023032,0.2455786,0.0657821,0.0000000,0.0000000,12401.2675781,0.2526494,-0.2284118,-0.2331646,-0.2503462,-0.0070708,-0.1868673,-0.2526494,-0.2526494,12401.0146484,13.541833470958668,109.247362428783461,933
06037137401,060371374.01,14.505162622612287,242.000000000000000,479.000000000000000,113.000000000000000,55.000000000000000,782.000000000000000,128.000000000000000,5.000000000000000,91.000000000000000,2.377557412864498,0.344868569181969,808112.000000000000000,122427.000000000000000,26375.676076870589895,25590426.965222083032131,0.0222177,0.0243052,0.0033366,0.1530219,0.1007548,0.1359894,0.0031452,12801.2675781,0.3308985,-0.3086808,-0.3065933,-0.3275619,-0.1778766,-0.2301437,-0.1949092,-0.3277533,12800.9365234,13.924443157284623,108.766431819606993,966
06037137402,060371374.02,12.160294703305455,213.000000000000000,484.000000000000000,259.000000000000000,178.000000000000000,1422.000000000000000,162.000000000000000,53.000000000000000,0.000000000000000,3.077757687848873,0.374264405096064,113668.000000000000000,104440.000000000000000,30840.762732483039144,33127062.877044651657343,0.0719047,0.0245589,0.0076477,0.2782572,0.0886809,0.0000000,0.0333392,16201.2675781,0.3591036,-0.2871989,-0.3345447,-0.3514558,-0.0808464,-0.2704227,-0.3591036,-0.3257644,16200.9082031,13.949344374522203,107.893682168150789,938
